artwork,category,:TYPE
5645,sketching,BELONGS_TO_CATEGORY
5646,oil_painting,BELONGS_TO_CATEGORY
5647,sketching,BELONGS_TO_CATEGORY
5648,sketching,BELONGS_TO_CATEGORY
5649,oil_painting,BELONGS_TO_CATEGORY
5650,sketching,BELONGS_TO_CATEGORY
5651,oil_painting,BELONGS_TO_CATEGORY
5652,sketching,BELONGS_TO_CATEGORY
5653,sketching,BELONGS_TO_CATEGORY
5654,traditional_chinese_painting,BELONGS_TO_CATEGORY
5655,oil_painting,BELONGS_TO_CATEGORY
5656,traditional_chinese_painting,BELONGS_TO_CATEGORY
5657,oil_painting,BELONGS_TO_CATEGORY
5658,oil_painting,BELONGS_TO_CATEGORY
5659,oil_painting,BELONGS_TO_CATEGORY
5660,sketching,BELONGS_TO_CATEGORY
5661,traditional_chinese_painting,BELONGS_TO_CATEGORY
5662,traditional_chinese_painting,BELONGS_TO_CATEGORY
5663,oil_painting,BELONGS_TO_CATEGORY
5664,sketching,BELONGS_TO_CATEGORY
5665,sketching,BELONGS_TO_CATEGORY
5666,traditional_chinese_painting,BELONGS_TO_CATEGORY
5667,oil_painting,BELONGS_TO_CATEGORY
5668,sketching,BELONGS_TO_CATEGORY
5669,traditional_chinese_painting,BELONGS_TO_CATEGORY
5670,sketching,BELONGS_TO_CATEGORY
5671,oil_painting,BELONGS_TO_CATEGORY
5672,sketching,BELONGS_TO_CATEGORY
5673,traditional_chinese_painting,BELONGS_TO_CATEGORY
5674,traditional_chinese_painting,BELONGS_TO_CATEGORY
5675,sketching,BELONGS_TO_CATEGORY
5676,sketching,BELONGS_TO_CATEGORY
5677,oil_painting,BELONGS_TO_CATEGORY
5678,sketching,BELONGS_TO_CATEGORY
5679,traditional_chinese_painting,BELONGS_TO_CATEGORY
5680,oil_painting,BELONGS_TO_CATEGORY
5681,sketching,BELONGS_TO_CATEGORY
5682,sketching,BELONGS_TO_CATEGORY
5683,oil_painting,BELONGS_TO_CATEGORY
5684,oil_painting,BELONGS_TO_CATEGORY
5685,sketching,BELONGS_TO_CATEGORY
5686,traditional_chinese_painting,BELONGS_TO_CATEGORY
5687,traditional_chinese_painting,BELONGS_TO_CATEGORY
5688,sketching,BELONGS_TO_CATEGORY
5689,traditional_chinese_painting,BELONGS_TO_CATEGORY
5690,sketching,BELONGS_TO_CATEGORY
5691,oil_painting,BELONGS_TO_CATEGORY
5692,traditional_chinese_painting,BELONGS_TO_CATEGORY
5693,traditional_chinese_painting,BELONGS_TO_CATEGORY
5694,traditional_chinese_painting,BELONGS_TO_CATEGORY
5695,oil_painting,BELONGS_TO_CATEGORY
5696,sketching,BELONGS_TO_CATEGORY
5697,oil_painting,BELONGS_TO_CATEGORY
5698,oil_painting,BELONGS_TO_CATEGORY
5699,sketching,BELONGS_TO_CATEGORY
5700,oil_painting,BELONGS_TO_CATEGORY
5701,traditional_chinese_painting,BELONGS_TO_CATEGORY
5702,oil_painting,BELONGS_TO_CATEGORY
5703,sketching,BELONGS_TO_CATEGORY
5704,oil_painting,BELONGS_TO_CATEGORY
5705,oil_painting,BELONGS_TO_CATEGORY
5706,oil_painting,BELONGS_TO_CATEGORY
5707,sketching,BELONGS_TO_CATEGORY
5708,traditional_chinese_painting,BELONGS_TO_CATEGORY
5709,sketching,BELONGS_TO_CATEGORY
5710,traditional_chinese_painting,BELONGS_TO_CATEGORY
5711,traditional_chinese_painting,BELONGS_TO_CATEGORY
5712,sketching,BELONGS_TO_CATEGORY
5713,traditional_chinese_painting,BELONGS_TO_CATEGORY
5714,oil_painting,BELONGS_TO_CATEGORY
5715,sketching,BELONGS_TO_CATEGORY
5716,sketching,BELONGS_TO_CATEGORY
5717,sketching,BELONGS_TO_CATEGORY
5718,traditional_chinese_painting,BELONGS_TO_CATEGORY
5719,sketching,BELONGS_TO_CATEGORY
5720,sketching,BELONGS_TO_CATEGORY
5721,oil_painting,BELONGS_TO_CATEGORY
5722,oil_painting,BELONGS_TO_CATEGORY
5723,oil_painting,BELONGS_TO_CATEGORY
5724,sketching,BELONGS_TO_CATEGORY
5725,oil_painting,BELONGS_TO_CATEGORY
5726,oil_painting,BELONGS_TO_CATEGORY
5727,oil_painting,BELONGS_TO_CATEGORY
5728,traditional_chinese_painting,BELONGS_TO_CATEGORY
5729,sketching,BELONGS_TO_CATEGORY
5730,traditional_chinese_painting,BELONGS_TO_CATEGORY
5731,oil_painting,BELONGS_TO_CATEGORY
5732,oil_painting,BELONGS_TO_CATEGORY
5733,sketching,BELONGS_TO_CATEGORY
5734,sketching,BELONGS_TO_CATEGORY
5735,oil_painting,BELONGS_TO_CATEGORY
5736,traditional_chinese_painting,BELONGS_TO_CATEGORY
5737,oil_painting,BELONGS_TO_CATEGORY
5738,traditional_chinese_painting,BELONGS_TO_CATEGORY
5739,sketching,BELONGS_TO_CATEGORY
5740,traditional_chinese_painting,BELONGS_TO_CATEGORY
5741,oil_painting,BELONGS_TO_CATEGORY
5742,sketching,BELONGS_TO_CATEGORY
5743,traditional_chinese_painting,BELONGS_TO_CATEGORY
5744,traditional_chinese_painting,BELONGS_TO_CATEGORY
5745,sketching,BELONGS_TO_CATEGORY
5746,oil_painting,BELONGS_TO_CATEGORY
5747,sketching,BELONGS_TO_CATEGORY
5748,oil_painting,BELONGS_TO_CATEGORY
5749,sketching,BELONGS_TO_CATEGORY
5750,oil_painting,BELONGS_TO_CATEGORY
5751,oil_painting,BELONGS_TO_CATEGORY
5752,oil_painting,BELONGS_TO_CATEGORY
5753,sketching,BELONGS_TO_CATEGORY
5754,oil_painting,BELONGS_TO_CATEGORY
5755,oil_painting,BELONGS_TO_CATEGORY
5756,oil_painting,BELONGS_TO_CATEGORY
5757,oil_painting,BELONGS_TO_CATEGORY
5758,sketching,BELONGS_TO_CATEGORY
5759,oil_painting,BELONGS_TO_CATEGORY
5760,sketching,BELONGS_TO_CATEGORY
5761,oil_painting,BELONGS_TO_CATEGORY
5762,oil_painting,BELONGS_TO_CATEGORY
5763,traditional_chinese_painting,BELONGS_TO_CATEGORY
5764,sketching,BELONGS_TO_CATEGORY
5765,oil_painting,BELONGS_TO_CATEGORY
5766,sketching,BELONGS_TO_CATEGORY
5767,traditional_chinese_painting,BELONGS_TO_CATEGORY
5768,traditional_chinese_painting,BELONGS_TO_CATEGORY
5769,sketching,BELONGS_TO_CATEGORY
5770,sketching,BELONGS_TO_CATEGORY
5771,oil_painting,BELONGS_TO_CATEGORY
5772,traditional_chinese_painting,BELONGS_TO_CATEGORY
5773,traditional_chinese_painting,BELONGS_TO_CATEGORY
5774,oil_painting,BELONGS_TO_CATEGORY
5775,sketching,BELONGS_TO_CATEGORY
5776,traditional_chinese_painting,BELONGS_TO_CATEGORY
5777,oil_painting,BELONGS_TO_CATEGORY
5778,sketching,BELONGS_TO_CATEGORY
5779,oil_painting,BELONGS_TO_CATEGORY
5780,traditional_chinese_painting,BELONGS_TO_CATEGORY
5781,sketching,BELONGS_TO_CATEGORY
5782,sketching,BELONGS_TO_CATEGORY
5783,sketching,BELONGS_TO_CATEGORY
5784,oil_painting,BELONGS_TO_CATEGORY
5785,traditional_chinese_painting,BELONGS_TO_CATEGORY
5786,sketching,BELONGS_TO_CATEGORY
5787,sketching,BELONGS_TO_CATEGORY
5788,oil_painting,BELONGS_TO_CATEGORY
5789,oil_painting,BELONGS_TO_CATEGORY
5790,sketching,BELONGS_TO_CATEGORY
5791,sketching,BELONGS_TO_CATEGORY
5792,sketching,BELONGS_TO_CATEGORY
5793,sketching,BELONGS_TO_CATEGORY
5794,traditional_chinese_painting,BELONGS_TO_CATEGORY
5795,sketching,BELONGS_TO_CATEGORY
5796,traditional_chinese_painting,BELONGS_TO_CATEGORY
5797,traditional_chinese_painting,BELONGS_TO_CATEGORY
5798,traditional_chinese_painting,BELONGS_TO_CATEGORY
5799,sketching,BELONGS_TO_CATEGORY
5800,sketching,BELONGS_TO_CATEGORY
5801,traditional_chinese_painting,BELONGS_TO_CATEGORY
5802,sketching,BELONGS_TO_CATEGORY
5803,oil_painting,BELONGS_TO_CATEGORY
5804,traditional_chinese_painting,BELONGS_TO_CATEGORY
5805,sketching,BELONGS_TO_CATEGORY
5806,sketching,BELONGS_TO_CATEGORY
5807,sketching,BELONGS_TO_CATEGORY
5808,sketching,BELONGS_TO_CATEGORY
5809,oil_painting,BELONGS_TO_CATEGORY
5810,oil_painting,BELONGS_TO_CATEGORY
5811,sketching,BELONGS_TO_CATEGORY
5812,oil_painting,BELONGS_TO_CATEGORY
5813,sketching,BELONGS_TO_CATEGORY
5814,traditional_chinese_painting,BELONGS_TO_CATEGORY
5815,oil_painting,BELONGS_TO_CATEGORY
5816,traditional_chinese_painting,BELONGS_TO_CATEGORY
5817,sketching,BELONGS_TO_CATEGORY
5818,oil_painting,BELONGS_TO_CATEGORY
5819,oil_painting,BELONGS_TO_CATEGORY
5820,oil_painting,BELONGS_TO_CATEGORY
5821,traditional_chinese_painting,BELONGS_TO_CATEGORY
5822,oil_painting,BELONGS_TO_CATEGORY
5823,traditional_chinese_painting,BELONGS_TO_CATEGORY
5824,sketching,BELONGS_TO_CATEGORY
5825,oil_painting,BELONGS_TO_CATEGORY
5826,sketching,BELONGS_TO_CATEGORY
5827,sketching,BELONGS_TO_CATEGORY
5828,sketching,BELONGS_TO_CATEGORY
5829,traditional_chinese_painting,BELONGS_TO_CATEGORY
5830,oil_painting,BELONGS_TO_CATEGORY
5831,sketching,BELONGS_TO_CATEGORY
5832,oil_painting,BELONGS_TO_CATEGORY
5833,traditional_chinese_painting,BELONGS_TO_CATEGORY
5834,sketching,BELONGS_TO_CATEGORY
5835,oil_painting,BELONGS_TO_CATEGORY
5836,sketching,BELONGS_TO_CATEGORY
5837,traditional_chinese_painting,BELONGS_TO_CATEGORY
5838,oil_painting,BELONGS_TO_CATEGORY
5839,oil_painting,BELONGS_TO_CATEGORY
5840,sketching,BELONGS_TO_CATEGORY
5841,sketching,BELONGS_TO_CATEGORY
5842,oil_painting,BELONGS_TO_CATEGORY
5843,oil_painting,BELONGS_TO_CATEGORY
5844,oil_painting,BELONGS_TO_CATEGORY
5845,oil_painting,BELONGS_TO_CATEGORY
5846,traditional_chinese_painting,BELONGS_TO_CATEGORY
5847,sketching,BELONGS_TO_CATEGORY
5848,sketching,BELONGS_TO_CATEGORY
5849,traditional_chinese_painting,BELONGS_TO_CATEGORY
5850,sketching,BELONGS_TO_CATEGORY
5851,oil_painting,BELONGS_TO_CATEGORY
5852,oil_painting,BELONGS_TO_CATEGORY
5853,oil_painting,BELONGS_TO_CATEGORY
5854,traditional_chinese_painting,BELONGS_TO_CATEGORY
5855,oil_painting,BELONGS_TO_CATEGORY
5856,traditional_chinese_painting,BELONGS_TO_CATEGORY
5857,sketching,BELONGS_TO_CATEGORY
5858,oil_painting,BELONGS_TO_CATEGORY
5859,traditional_chinese_painting,BELONGS_TO_CATEGORY
5860,traditional_chinese_painting,BELONGS_TO_CATEGORY
5861,oil_painting,BELONGS_TO_CATEGORY
5862,oil_painting,BELONGS_TO_CATEGORY
5863,sketching,BELONGS_TO_CATEGORY
5864,sketching,BELONGS_TO_CATEGORY
5865,traditional_chinese_painting,BELONGS_TO_CATEGORY
5866,sketching,BELONGS_TO_CATEGORY
5867,oil_painting,BELONGS_TO_CATEGORY
5868,sketching,BELONGS_TO_CATEGORY
5869,oil_painting,BELONGS_TO_CATEGORY
5870,sketching,BELONGS_TO_CATEGORY
5871,oil_painting,BELONGS_TO_CATEGORY
5872,oil_painting,BELONGS_TO_CATEGORY
5873,traditional_chinese_painting,BELONGS_TO_CATEGORY
5874,oil_painting,BELONGS_TO_CATEGORY
5875,traditional_chinese_painting,BELONGS_TO_CATEGORY
5876,traditional_chinese_painting,BELONGS_TO_CATEGORY
5877,traditional_chinese_painting,BELONGS_TO_CATEGORY
5878,oil_painting,BELONGS_TO_CATEGORY
5879,traditional_chinese_painting,BELONGS_TO_CATEGORY
5880,traditional_chinese_painting,BELONGS_TO_CATEGORY
5881,sketching,BELONGS_TO_CATEGORY
5882,sketching,BELONGS_TO_CATEGORY
5883,sketching,BELONGS_TO_CATEGORY
5884,oil_painting,BELONGS_TO_CATEGORY
5885,sketching,BELONGS_TO_CATEGORY
5886,sketching,BELONGS_TO_CATEGORY
5887,traditional_chinese_painting,BELONGS_TO_CATEGORY
5888,sketching,BELONGS_TO_CATEGORY
5889,oil_painting,BELONGS_TO_CATEGORY
5890,sketching,BELONGS_TO_CATEGORY
5891,oil_painting,BELONGS_TO_CATEGORY
5892,sketching,BELONGS_TO_CATEGORY
5893,sketching,BELONGS_TO_CATEGORY
5894,sketching,BELONGS_TO_CATEGORY
5895,oil_painting,BELONGS_TO_CATEGORY
5896,oil_painting,BELONGS_TO_CATEGORY
5897,sketching,BELONGS_TO_CATEGORY
5898,sketching,BELONGS_TO_CATEGORY
5899,traditional_chinese_painting,BELONGS_TO_CATEGORY
5900,traditional_chinese_painting,BELONGS_TO_CATEGORY
5901,oil_painting,BELONGS_TO_CATEGORY
5902,sketching,BELONGS_TO_CATEGORY
5903,oil_painting,BELONGS_TO_CATEGORY
5904,oil_painting,BELONGS_TO_CATEGORY
5905,traditional_chinese_painting,BELONGS_TO_CATEGORY
5906,oil_painting,BELONGS_TO_CATEGORY
5907,oil_painting,BELONGS_TO_CATEGORY
5908,oil_painting,BELONGS_TO_CATEGORY
5909,sketching,BELONGS_TO_CATEGORY
5910,sketching,BELONGS_TO_CATEGORY
5911,traditional_chinese_painting,BELONGS_TO_CATEGORY
5912,sketching,BELONGS_TO_CATEGORY
5913,sketching,BELONGS_TO_CATEGORY
5914,oil_painting,BELONGS_TO_CATEGORY
5915,oil_painting,BELONGS_TO_CATEGORY
5916,sketching,BELONGS_TO_CATEGORY
5917,oil_painting,BELONGS_TO_CATEGORY
5918,sketching,BELONGS_TO_CATEGORY
5919,sketching,BELONGS_TO_CATEGORY
5920,oil_painting,BELONGS_TO_CATEGORY
5921,sketching,BELONGS_TO_CATEGORY
5922,oil_painting,BELONGS_TO_CATEGORY
5923,sketching,BELONGS_TO_CATEGORY
5924,oil_painting,BELONGS_TO_CATEGORY
5925,sketching,BELONGS_TO_CATEGORY
5926,sketching,BELONGS_TO_CATEGORY
5927,traditional_chinese_painting,BELONGS_TO_CATEGORY
5928,sketching,BELONGS_TO_CATEGORY
5929,oil_painting,BELONGS_TO_CATEGORY
5930,oil_painting,BELONGS_TO_CATEGORY
5931,traditional_chinese_painting,BELONGS_TO_CATEGORY
5932,traditional_chinese_painting,BELONGS_TO_CATEGORY
5933,traditional_chinese_painting,BELONGS_TO_CATEGORY
5934,oil_painting,BELONGS_TO_CATEGORY
5935,oil_painting,BELONGS_TO_CATEGORY
5936,sketching,BELONGS_TO_CATEGORY
5937,sketching,BELONGS_TO_CATEGORY
5938,traditional_chinese_painting,BELONGS_TO_CATEGORY
5939,oil_painting,BELONGS_TO_CATEGORY
5940,sketching,BELONGS_TO_CATEGORY
5941,sketching,BELONGS_TO_CATEGORY
5942,sketching,BELONGS_TO_CATEGORY
5943,sketching,BELONGS_TO_CATEGORY
5944,oil_painting,BELONGS_TO_CATEGORY
5945,oil_painting,BELONGS_TO_CATEGORY
5946,sketching,BELONGS_TO_CATEGORY
5947,traditional_chinese_painting,BELONGS_TO_CATEGORY
5948,traditional_chinese_painting,BELONGS_TO_CATEGORY
5949,sketching,BELONGS_TO_CATEGORY
5950,oil_painting,BELONGS_TO_CATEGORY
5951,traditional_chinese_painting,BELONGS_TO_CATEGORY
5952,traditional_chinese_painting,BELONGS_TO_CATEGORY
5953,sketching,BELONGS_TO_CATEGORY
5954,traditional_chinese_painting,BELONGS_TO_CATEGORY
5955,sketching,BELONGS_TO_CATEGORY
5956,traditional_chinese_painting,BELONGS_TO_CATEGORY
5957,oil_painting,BELONGS_TO_CATEGORY
5958,sketching,BELONGS_TO_CATEGORY
5959,sketching,BELONGS_TO_CATEGORY
5960,sketching,BELONGS_TO_CATEGORY
5961,oil_painting,BELONGS_TO_CATEGORY
5962,sketching,BELONGS_TO_CATEGORY
5963,sketching,BELONGS_TO_CATEGORY
5964,traditional_chinese_painting,BELONGS_TO_CATEGORY
5965,traditional_chinese_painting,BELONGS_TO_CATEGORY
5966,oil_painting,BELONGS_TO_CATEGORY
5967,oil_painting,BELONGS_TO_CATEGORY
5968,traditional_chinese_painting,BELONGS_TO_CATEGORY
5969,traditional_chinese_painting,BELONGS_TO_CATEGORY
5970,oil_painting,BELONGS_TO_CATEGORY
5971,oil_painting,BELONGS_TO_CATEGORY
5972,sketching,BELONGS_TO_CATEGORY
5973,oil_painting,BELONGS_TO_CATEGORY
5974,traditional_chinese_painting,BELONGS_TO_CATEGORY
5975,traditional_chinese_painting,BELONGS_TO_CATEGORY
5976,sketching,BELONGS_TO_CATEGORY
5977,sketching,BELONGS_TO_CATEGORY
5978,traditional_chinese_painting,BELONGS_TO_CATEGORY
5979,traditional_chinese_painting,BELONGS_TO_CATEGORY
5980,sketching,BELONGS_TO_CATEGORY
5981,traditional_chinese_painting,BELONGS_TO_CATEGORY
5982,oil_painting,BELONGS_TO_CATEGORY
5983,traditional_chinese_painting,BELONGS_TO_CATEGORY
5984,sketching,BELONGS_TO_CATEGORY
5985,sketching,BELONGS_TO_CATEGORY
5986,traditional_chinese_painting,BELONGS_TO_CATEGORY
5987,sketching,BELONGS_TO_CATEGORY
5988,oil_painting,BELONGS_TO_CATEGORY
5989,oil_painting,BELONGS_TO_CATEGORY
5990,traditional_chinese_painting,BELONGS_TO_CATEGORY
5991,sketching,BELONGS_TO_CATEGORY
5992,traditional_chinese_painting,BELONGS_TO_CATEGORY
5993,oil_painting,BELONGS_TO_CATEGORY
5994,oil_painting,BELONGS_TO_CATEGORY
5995,traditional_chinese_painting,BELONGS_TO_CATEGORY
5996,oil_painting,BELONGS_TO_CATEGORY
5997,sketching,BELONGS_TO_CATEGORY
5998,traditional_chinese_painting,BELONGS_TO_CATEGORY
5999,traditional_chinese_painting,BELONGS_TO_CATEGORY
6000,traditional_chinese_painting,BELONGS_TO_CATEGORY
6001,oil_painting,BELONGS_TO_CATEGORY
6002,oil_painting,BELONGS_TO_CATEGORY
6003,traditional_chinese_painting,BELONGS_TO_CATEGORY
6004,oil_painting,BELONGS_TO_CATEGORY
6005,sketching,BELONGS_TO_CATEGORY
6006,oil_painting,BELONGS_TO_CATEGORY
6007,sketching,BELONGS_TO_CATEGORY
6008,oil_painting,BELONGS_TO_CATEGORY
6009,oil_painting,BELONGS_TO_CATEGORY
6010,sketching,BELONGS_TO_CATEGORY
6011,oil_painting,BELONGS_TO_CATEGORY
6012,sketching,BELONGS_TO_CATEGORY
6013,traditional_chinese_painting,BELONGS_TO_CATEGORY
6014,oil_painting,BELONGS_TO_CATEGORY
6015,oil_painting,BELONGS_TO_CATEGORY
6016,oil_painting,BELONGS_TO_CATEGORY
6017,sketching,BELONGS_TO_CATEGORY
6018,traditional_chinese_painting,BELONGS_TO_CATEGORY
6019,oil_painting,BELONGS_TO_CATEGORY
6020,oil_painting,BELONGS_TO_CATEGORY
6021,sketching,BELONGS_TO_CATEGORY
6022,sketching,BELONGS_TO_CATEGORY
6023,traditional_chinese_painting,BELONGS_TO_CATEGORY
6024,sketching,BELONGS_TO_CATEGORY
6025,sketching,BELONGS_TO_CATEGORY
6026,sketching,BELONGS_TO_CATEGORY
6027,oil_painting,BELONGS_TO_CATEGORY
6028,oil_painting,BELONGS_TO_CATEGORY
6029,oil_painting,BELONGS_TO_CATEGORY
6030,oil_painting,BELONGS_TO_CATEGORY
6031,traditional_chinese_painting,BELONGS_TO_CATEGORY
6032,oil_painting,BELONGS_TO_CATEGORY
6033,oil_painting,BELONGS_TO_CATEGORY
6034,sketching,BELONGS_TO_CATEGORY
6035,oil_painting,BELONGS_TO_CATEGORY
6036,oil_painting,BELONGS_TO_CATEGORY
6037,traditional_chinese_painting,BELONGS_TO_CATEGORY
6038,sketching,BELONGS_TO_CATEGORY
6039,traditional_chinese_painting,BELONGS_TO_CATEGORY
6040,oil_painting,BELONGS_TO_CATEGORY
6041,sketching,BELONGS_TO_CATEGORY
6042,oil_painting,BELONGS_TO_CATEGORY
6043,oil_painting,BELONGS_TO_CATEGORY
6044,sketching,BELONGS_TO_CATEGORY
6045,oil_painting,BELONGS_TO_CATEGORY
6046,oil_painting,BELONGS_TO_CATEGORY
6047,oil_painting,BELONGS_TO_CATEGORY
6048,oil_painting,BELONGS_TO_CATEGORY
6049,sketching,BELONGS_TO_CATEGORY
6050,traditional_chinese_painting,BELONGS_TO_CATEGORY
6051,oil_painting,BELONGS_TO_CATEGORY
6052,traditional_chinese_painting,BELONGS_TO_CATEGORY
6053,sketching,BELONGS_TO_CATEGORY
6054,oil_painting,BELONGS_TO_CATEGORY
6055,oil_painting,BELONGS_TO_CATEGORY
6056,oil_painting,BELONGS_TO_CATEGORY
6057,sketching,BELONGS_TO_CATEGORY
6058,oil_painting,BELONGS_TO_CATEGORY
6059,sketching,BELONGS_TO_CATEGORY
6060,sketching,BELONGS_TO_CATEGORY
6061,sketching,BELONGS_TO_CATEGORY
6062,traditional_chinese_painting,BELONGS_TO_CATEGORY
6063,oil_painting,BELONGS_TO_CATEGORY
6064,oil_painting,BELONGS_TO_CATEGORY
6065,oil_painting,BELONGS_TO_CATEGORY
6066,oil_painting,BELONGS_TO_CATEGORY
6067,sketching,BELONGS_TO_CATEGORY
6068,traditional_chinese_painting,BELONGS_TO_CATEGORY
6069,sketching,BELONGS_TO_CATEGORY
6070,oil_painting,BELONGS_TO_CATEGORY
6071,oil_painting,BELONGS_TO_CATEGORY
6072,oil_painting,BELONGS_TO_CATEGORY
6073,traditional_chinese_painting,BELONGS_TO_CATEGORY
6074,sketching,BELONGS_TO_CATEGORY
6075,oil_painting,BELONGS_TO_CATEGORY
6076,sketching,BELONGS_TO_CATEGORY
6077,oil_painting,BELONGS_TO_CATEGORY
6078,oil_painting,BELONGS_TO_CATEGORY
6079,sketching,BELONGS_TO_CATEGORY
6080,traditional_chinese_painting,BELONGS_TO_CATEGORY
6081,sketching,BELONGS_TO_CATEGORY
6082,sketching,BELONGS_TO_CATEGORY
6083,sketching,BELONGS_TO_CATEGORY
6084,traditional_chinese_painting,BELONGS_TO_CATEGORY
6085,oil_painting,BELONGS_TO_CATEGORY
6086,sketching,BELONGS_TO_CATEGORY
6087,sketching,BELONGS_TO_CATEGORY
6088,oil_painting,BELONGS_TO_CATEGORY
6089,traditional_chinese_painting,BELONGS_TO_CATEGORY
6090,oil_painting,BELONGS_TO_CATEGORY
6091,traditional_chinese_painting,BELONGS_TO_CATEGORY
6092,traditional_chinese_painting,BELONGS_TO_CATEGORY
6093,traditional_chinese_painting,BELONGS_TO_CATEGORY
6094,traditional_chinese_painting,BELONGS_TO_CATEGORY
6095,oil_painting,BELONGS_TO_CATEGORY
6096,oil_painting,BELONGS_TO_CATEGORY
6097,traditional_chinese_painting,BELONGS_TO_CATEGORY
6098,traditional_chinese_painting,BELONGS_TO_CATEGORY
6099,oil_painting,BELONGS_TO_CATEGORY
6100,oil_painting,BELONGS_TO_CATEGORY
6101,sketching,BELONGS_TO_CATEGORY
6102,sketching,BELONGS_TO_CATEGORY
6103,sketching,BELONGS_TO_CATEGORY
6104,oil_painting,BELONGS_TO_CATEGORY
6105,traditional_chinese_painting,BELONGS_TO_CATEGORY
6106,sketching,BELONGS_TO_CATEGORY
6107,sketching,BELONGS_TO_CATEGORY
6108,sketching,BELONGS_TO_CATEGORY
6109,oil_painting,BELONGS_TO_CATEGORY
6110,traditional_chinese_painting,BELONGS_TO_CATEGORY
6111,oil_painting,BELONGS_TO_CATEGORY
6112,sketching,BELONGS_TO_CATEGORY
6113,traditional_chinese_painting,BELONGS_TO_CATEGORY
6114,traditional_chinese_painting,BELONGS_TO_CATEGORY
6115,sketching,BELONGS_TO_CATEGORY
6116,traditional_chinese_painting,BELONGS_TO_CATEGORY
6117,sketching,BELONGS_TO_CATEGORY
6118,sketching,BELONGS_TO_CATEGORY
6119,traditional_chinese_painting,BELONGS_TO_CATEGORY
6120,sketching,BELONGS_TO_CATEGORY
6121,oil_painting,BELONGS_TO_CATEGORY
6122,sketching,BELONGS_TO_CATEGORY
6123,traditional_chinese_painting,BELONGS_TO_CATEGORY
6124,oil_painting,BELONGS_TO_CATEGORY
6125,traditional_chinese_painting,BELONGS_TO_CATEGORY
6126,sketching,BELONGS_TO_CATEGORY
6127,traditional_chinese_painting,BELONGS_TO_CATEGORY
6128,oil_painting,BELONGS_TO_CATEGORY
6129,sketching,BELONGS_TO_CATEGORY
6130,sketching,BELONGS_TO_CATEGORY
6131,sketching,BELONGS_TO_CATEGORY
6132,oil_painting,BELONGS_TO_CATEGORY
6133,oil_painting,BELONGS_TO_CATEGORY
6134,oil_painting,BELONGS_TO_CATEGORY
6135,traditional_chinese_painting,BELONGS_TO_CATEGORY
6136,traditional_chinese_painting,BELONGS_TO_CATEGORY
6137,traditional_chinese_painting,BELONGS_TO_CATEGORY
6138,oil_painting,BELONGS_TO_CATEGORY
6139,oil_painting,BELONGS_TO_CATEGORY
6140,oil_painting,BELONGS_TO_CATEGORY
6141,sketching,BELONGS_TO_CATEGORY
6142,sketching,BELONGS_TO_CATEGORY
6143,sketching,BELONGS_TO_CATEGORY
6144,sketching,BELONGS_TO_CATEGORY
6145,oil_painting,BELONGS_TO_CATEGORY
6146,sketching,BELONGS_TO_CATEGORY
6147,oil_painting,BELONGS_TO_CATEGORY
6148,traditional_chinese_painting,BELONGS_TO_CATEGORY
6149,oil_painting,BELONGS_TO_CATEGORY
6150,oil_painting,BELONGS_TO_CATEGORY
6151,oil_painting,BELONGS_TO_CATEGORY
6152,oil_painting,BELONGS_TO_CATEGORY
6153,traditional_chinese_painting,BELONGS_TO_CATEGORY
6154,sketching,BELONGS_TO_CATEGORY
6155,oil_painting,BELONGS_TO_CATEGORY
6156,oil_painting,BELONGS_TO_CATEGORY
6157,oil_painting,BELONGS_TO_CATEGORY
6158,sketching,BELONGS_TO_CATEGORY
6159,traditional_chinese_painting,BELONGS_TO_CATEGORY
6160,sketching,BELONGS_TO_CATEGORY
6161,traditional_chinese_painting,BELONGS_TO_CATEGORY
6162,traditional_chinese_painting,BELONGS_TO_CATEGORY
6163,sketching,BELONGS_TO_CATEGORY
6164,sketching,BELONGS_TO_CATEGORY
6165,oil_painting,BELONGS_TO_CATEGORY
6166,sketching,BELONGS_TO_CATEGORY
6167,traditional_chinese_painting,BELONGS_TO_CATEGORY
6168,oil_painting,BELONGS_TO_CATEGORY
6169,sketching,BELONGS_TO_CATEGORY
6170,oil_painting,BELONGS_TO_CATEGORY
6171,oil_painting,BELONGS_TO_CATEGORY
6172,oil_painting,BELONGS_TO_CATEGORY
6173,traditional_chinese_painting,BELONGS_TO_CATEGORY
6174,sketching,BELONGS_TO_CATEGORY
6175,sketching,BELONGS_TO_CATEGORY
6176,oil_painting,BELONGS_TO_CATEGORY
6177,traditional_chinese_painting,BELONGS_TO_CATEGORY
6178,oil_painting,BELONGS_TO_CATEGORY
6179,sketching,BELONGS_TO_CATEGORY
6180,oil_painting,BELONGS_TO_CATEGORY
6181,oil_painting,BELONGS_TO_CATEGORY
6182,oil_painting,BELONGS_TO_CATEGORY
6183,oil_painting,BELONGS_TO_CATEGORY
6184,sketching,BELONGS_TO_CATEGORY
6185,traditional_chinese_painting,BELONGS_TO_CATEGORY
6186,sketching,BELONGS_TO_CATEGORY
6187,sketching,BELONGS_TO_CATEGORY
6188,sketching,BELONGS_TO_CATEGORY
6189,oil_painting,BELONGS_TO_CATEGORY
6190,sketching,BELONGS_TO_CATEGORY
6191,traditional_chinese_painting,BELONGS_TO_CATEGORY
6192,sketching,BELONGS_TO_CATEGORY
