artwork,dimension,level,reason,:TYPE
5838,light_and_shadow,Average,,HAS_LEVEL
5838,color,Average,colors of the trees are not distinguished,HAS_LEVEL
5838,details_and_texture,Average,leaves are rough,HAS_LEVEL
5838,overall,Average,,HAS_LEVEL
5838,mood,Good,The picture is mysterious,HAS_LEVEL
5839,theme_and_logic,Poor,,HAS_LEVEL
5839,layout_and_composition,Poor,,HAS_LEVEL
5839,space_and_perspective,Poor,,HAS_LEVEL
5839,sense_of_order,Poor,,HAS_LEVEL
5839,light_and_shadow,Poor,,HAS_LEVEL
5839,color,Poor,,HAS_LEVEL
5839,details_and_texture,Poor,,HAS_LEVEL
5839,overall,Poor,,HAS_LEVEL
5839,mood,Poor,,HAS_LEVEL
5840,layout_and_composition,Below Average,,HAS_LEVEL
5840,space_and_perspective,Below Average,,HAS_LEVEL
5840,light_and_shadow,Below Average,,HAS_LEVEL
5840,details_and_texture,Average,,HAS_LEVEL
5840,overall,Average,,HAS_LEVEL
5841,theme_and_logic,Below Average,,HAS_LEVEL
5841,layout_and_composition,Below Average,,HAS_LEVEL
5841,space_and_perspective,Average,"distinction between the front, middle, and back scenes is not clear enough",HAS_LEVEL
5841,sense_of_order,Below Average,,HAS_LEVEL
5841,light_and_shadow,Poor,,HAS_LEVEL
5841,details_and_texture,Poor,The main subject is also not fully depicted,HAS_LEVEL
5841,overall,Below Average,The overall picture is not clear enough,HAS_LEVEL
5841,mood,Below Average,,HAS_LEVEL
5842,theme_and_logic,Horrendous,,HAS_LEVEL
5842,layout_and_composition,Horrendous,,HAS_LEVEL
5842,space_and_perspective,Horrendous,,HAS_LEVEL
5842,sense_of_order,Horrendous,,HAS_LEVEL
5842,light_and_shadow,Horrendous,,HAS_LEVEL
5842,color,Horrendous,,HAS_LEVEL
5842,details_and_texture,Horrendous,,HAS_LEVEL
5842,overall,Horrendous,,HAS_LEVEL
5842,mood,Horrendous,,HAS_LEVEL
5843,theme_and_logic,Good,,HAS_LEVEL
5843,layout_and_composition,Good,,HAS_LEVEL
5843,space_and_perspective,Good,,HAS_LEVEL
5843,sense_of_order,Good,,HAS_LEVEL
5843,light_and_shadow,Very Good,,HAS_LEVEL
5843,color,Very Good,,HAS_LEVEL
5843,details_and_texture,Very Good,,HAS_LEVEL
5843,overall,Very Good,,HAS_LEVEL
5843,mood,Very Good,,HAS_LEVEL
5844,theme_and_logic,Very Good,,HAS_LEVEL
5844,creativity,Good,,HAS_LEVEL
5844,layout_and_composition,Good,The composition is relatively complete,HAS_LEVEL
5844,sense_of_order,Good,,HAS_LEVEL
5844,color,Good,"the colors are rich, The painter used rich colors",HAS_LEVEL
5844,details_and_texture,Good,the details are well handled,HAS_LEVEL
5844,overall,Good,the main subject is prominent,HAS_LEVEL
5844,mood,Good,to create a vivid and layered image,HAS_LEVEL
5845,theme_and_logic,Good,,HAS_LEVEL
5845,creativity,Good,,HAS_LEVEL
5845,layout_and_composition,Good,,HAS_LEVEL
5845,sense_of_order,Good,,HAS_LEVEL
5845,color,Good,,HAS_LEVEL
5845,details_and_texture,Good,,HAS_LEVEL
5845,overall,Good,,HAS_LEVEL
5845,mood,Good,,HAS_LEVEL
5846,theme_and_logic,Excellent,,HAS_LEVEL
5846,creativity,Very Good,,HAS_LEVEL
5846,layout_and_composition,Very Good,The spatial arrangement of this work is relatively average,HAS_LEVEL
5846,sense_of_order,Very Good,The placement of the inscriptions is too congested,HAS_LEVEL
5846,color,Very Good,the colors are also very standard,HAS_LEVEL
5846,details_and_texture,Very Good,details are slightly insufficient,HAS_LEVEL
5846,overall,Very Good,,HAS_LEVEL
5846,mood,Very Good,The artistic conception is very strong,HAS_LEVEL
5847,theme_and_logic,Average,,HAS_LEVEL
5847,layout_and_composition,Average,,HAS_LEVEL
5847,space_and_perspective,Good,"distinction between the front, middle, and back scenes is not enough",HAS_LEVEL
5847,sense_of_order,Average,,HAS_LEVEL
5847,light_and_shadow,Average,,HAS_LEVEL
5847,details_and_texture,Average,,HAS_LEVEL
5847,overall,Good,The picture is very overall,HAS_LEVEL
5847,mood,Average,,HAS_LEVEL
5848,theme_and_logic,Very Good,,HAS_LEVEL
5848,layout_and_composition,Very Good,,HAS_LEVEL
5848,space_and_perspective,Very Good,,HAS_LEVEL
5848,sense_of_order,Very Good,,HAS_LEVEL
5848,light_and_shadow,Good,,HAS_LEVEL
5848,details_and_texture,Very Good,,HAS_LEVEL
5848,overall,Very Good,,HAS_LEVEL
5848,mood,Very Good,,HAS_LEVEL
5849,theme_and_logic,Very Good,,HAS_LEVEL
5849,creativity,Very Good,,HAS_LEVEL
5849,layout_and_composition,Very Good,The composition of this artwork is slightly lacking,HAS_LEVEL
5849,sense_of_order,Very Good,slightly stiff brushstroke. The brushstrokes are very regular,HAS_LEVEL
5849,color,Very Good,the colors are also very standard,HAS_LEVEL
5849,details_and_texture,Very Good,lack of details,HAS_LEVEL
5849,overall,Very Good,,HAS_LEVEL
5849,mood,Very Good,creating a strong sense of artistic conception,HAS_LEVEL
5850,theme_and_logic,Average,,HAS_LEVEL
5850,layout_and_composition,Average,,HAS_LEVEL
5850,space_and_perspective,Average,"distinction between the front, middle, and back scenes is not enough",HAS_LEVEL
5850,sense_of_order,Good,,HAS_LEVEL
5850,light_and_shadow,Average,,HAS_LEVEL
5850,details_and_texture,Below Average,,HAS_LEVEL
5850,overall,Average,The overall picture is good,HAS_LEVEL
5850,mood,Average,,HAS_LEVEL
5851,theme_and_logic,Average,to make the theme more prominent,HAS_LEVEL
5851,layout_and_composition,Average,The composition is slightly messy,HAS_LEVEL
5851,space_and_perspective,Good,,HAS_LEVEL
5851,sense_of_order,Good,,HAS_LEVEL
5851,light_and_shadow,Good,,HAS_LEVEL
5851,color,Average,,HAS_LEVEL
5851,details_and_texture,Average,,HAS_LEVEL
5851,overall,Good,,HAS_LEVEL
5851,mood,Average,,HAS_LEVEL
5852,theme_and_logic,Very Good,,HAS_LEVEL
5852,layout_and_composition,Very Good,,HAS_LEVEL
5852,space_and_perspective,Very Good,spatial hierarchy is also sufficient,HAS_LEVEL
5852,sense_of_order,Very Good,,HAS_LEVEL
5852,light_and_shadow,Excellent,,HAS_LEVEL
5852,color,Very Good,The color scheme is rich,HAS_LEVEL
5852,details_and_texture,Very Good,,HAS_LEVEL
5852,overall,Very Good,lacking a finishing touch,HAS_LEVEL
5852,mood,Very Good,,HAS_LEVEL
5853,theme_and_logic,Average,,HAS_LEVEL
5853,creativity,Below Average,,HAS_LEVEL
5853,layout_and_composition,Poor,,HAS_LEVEL
5853,sense_of_order,Below Average,,HAS_LEVEL
5853,color,Below Average,,HAS_LEVEL
5853,details_and_texture,Poor,,HAS_LEVEL
5853,overall,Below Average,,HAS_LEVEL
5853,mood,Below Average,,HAS_LEVEL
5854,theme_and_logic,Excellent,,HAS_LEVEL
5854,creativity,Very Good,,HAS_LEVEL
5854,layout_and_composition,Very Good,,HAS_LEVEL
5854,sense_of_order,Very Good,,HAS_LEVEL
5854,color,Very Good,,HAS_LEVEL
5854,details_and_texture,Very Good,,HAS_LEVEL
5854,overall,Very Good,,HAS_LEVEL
5854,mood,Very Good,,HAS_LEVEL
5855,theme_and_logic,Poor,,HAS_LEVEL
5855,layout_and_composition,Poor,,HAS_LEVEL
5855,space_and_perspective,Horrendous,,HAS_LEVEL
5855,sense_of_order,Poor,,HAS_LEVEL
5855,light_and_shadow,Poor,,HAS_LEVEL
5855,color,Poor,,HAS_LEVEL
5855,details_and_texture,Poor,,HAS_LEVEL
5855,overall,Poor,,HAS_LEVEL
5855,mood,Horrendous,,HAS_LEVEL
5856,theme_and_logic,Very Good,,HAS_LEVEL
5856,creativity,Very Good,,HAS_LEVEL
5856,layout_and_composition,Very Good,,HAS_LEVEL
5856,sense_of_order,Very Good,,HAS_LEVEL
5856,color,Very Good,,HAS_LEVEL
5856,details_and_texture,Very Good,,HAS_LEVEL
5856,overall,Very Good,,HAS_LEVEL
5857,theme_and_logic,Average,,HAS_LEVEL
5857,creativity,Average,,HAS_LEVEL
5857,layout_and_composition,Average,,HAS_LEVEL
5857,sense_of_order,Average,,HAS_LEVEL
5857,details_and_texture,Below Average,,HAS_LEVEL
5857,overall,Average,,HAS_LEVEL
5857,mood,Below Average,,HAS_LEVEL
5858,theme_and_logic,Average,,HAS_LEVEL
5858,layout_and_composition,Poor,,HAS_LEVEL
5858,space_and_perspective,Poor,,HAS_LEVEL
5858,sense_of_order,Below Average,,HAS_LEVEL
5858,light_and_shadow,Poor,,HAS_LEVEL
5858,color,Below Average,,HAS_LEVEL
5858,details_and_texture,Below Average,,HAS_LEVEL
5858,overall,Below Average,,HAS_LEVEL
5858,mood,Below Average,,HAS_LEVEL
5859,layout_and_composition,Very Good,,HAS_LEVEL
5859,space_and_perspective,Very Good,,HAS_LEVEL
5859,light_and_shadow,Very Good,,HAS_LEVEL
5859,color,Very Good,the colors are also very standard,HAS_LEVEL
5859,details_and_texture,Very Good,The brushstrokes on the screen are very regular,HAS_LEVEL
5859,overall,Very Good,,HAS_LEVEL
5860,theme_and_logic,Very Good,,HAS_LEVEL
5860,creativity,Very Good,,HAS_LEVEL
5860,layout_and_composition,Very Good,,HAS_LEVEL
5860,sense_of_order,Very Good,,HAS_LEVEL
5860,color,Very Good,,HAS_LEVEL
5860,details_and_texture,Very Good,,HAS_LEVEL
5860,overall,Very Good,,HAS_LEVEL
5860,mood,Very Good,,HAS_LEVEL
5861,theme_and_logic,Good,,HAS_LEVEL
5861,layout_and_composition,Good,,HAS_LEVEL
5861,space_and_perspective,Good,,HAS_LEVEL
5861,sense_of_order,Average,,HAS_LEVEL
5861,light_and_shadow,Average,,HAS_LEVEL
5861,color,Average,,HAS_LEVEL
5861,details_and_texture,Good,the depiction of leaves is very rich,HAS_LEVEL
5861,overall,Good,Being in a single background is very conducive to creating an atmosphere,HAS_LEVEL
5861,mood,Good,creating an atmosphere,HAS_LEVEL
5862,theme_and_logic,Average,,HAS_LEVEL
5862,creativity,Average,,HAS_LEVEL
5862,layout_and_composition,Below Average,,HAS_LEVEL
5862,sense_of_order,Average,,HAS_LEVEL
5862,color,Average,,HAS_LEVEL
5862,details_and_texture,Below Average,,HAS_LEVEL
5862,overall,Average,,HAS_LEVEL
5862,mood,Average,,HAS_LEVEL
5863,theme_and_logic,Average,,HAS_LEVEL
5863,layout_and_composition,Average,"distinction between the front, middle, and back scenes is not enough",HAS_LEVEL
5863,space_and_perspective,Below Average,"distinction between the front, middle, and back scenes is not enough",HAS_LEVEL
5863,sense_of_order,Below Average,,HAS_LEVEL
5863,light_and_shadow,Below Average,,HAS_LEVEL
5863,details_and_texture,Below Average,main subject description is not sufficient,HAS_LEVEL
5863,overall,Average,The overall picture is good,HAS_LEVEL
5863,mood,Below Average,,HAS_LEVEL
5864,theme_and_logic,Very Good,,HAS_LEVEL
5864,layout_and_composition,Very Good,the composition of the picture is relatively reasonable,HAS_LEVEL
5864,space_and_perspective,Good,,HAS_LEVEL
5864,sense_of_order,Good,the picture lacks a primary and secondary relationship,HAS_LEVEL
5864,light_and_shadow,Good,There is a lack of light and shadow details,HAS_LEVEL
5864,details_and_texture,Below Average,the details are slightly insufficient,HAS_LEVEL
5864,overall,Good,The painting style is slightly rough,HAS_LEVEL
5864,mood,Good,,HAS_LEVEL
5865,theme_and_logic,Good,,HAS_LEVEL
5865,layout_and_composition,Good,the composition of the picture is incomplete,HAS_LEVEL
5865,space_and_perspective,Very Good,reflecting both virtual and real elements,HAS_LEVEL
5865,sense_of_order,Very Good,The brushstrokes on the screen are very regular,HAS_LEVEL
5865,light_and_shadow,Very Good,,HAS_LEVEL
5865,color,Good,"The stable color tone of the picture is unified, with a certain level of ink expression language, the colors are also very standard",HAS_LEVEL
5865,details_and_texture,Good,The brushstrokes on the screen are very regular,HAS_LEVEL
5865,overall,Good,,HAS_LEVEL
5865,mood,Very Good,creating a strong sense of artistic conception,HAS_LEVEL
5866,theme_and_logic,Average,,HAS_LEVEL
5866,layout_and_composition,Average,,HAS_LEVEL
5866,space_and_perspective,Average,,HAS_LEVEL
5866,sense_of_order,Below Average,,HAS_LEVEL
5866,light_and_shadow,Below Average,,HAS_LEVEL
5866,details_and_texture,Below Average,,HAS_LEVEL
5866,overall,Average,,HAS_LEVEL
5866,mood,Below Average,,HAS_LEVEL
5867,layout_and_composition,Excellent,,HAS_LEVEL
5867,space_and_perspective,Excellent,,HAS_LEVEL
5867,light_and_shadow,Very Good,,HAS_LEVEL
5867,color,Excellent,,HAS_LEVEL
5867,details_and_texture,Excellent,lacks specific shaping,HAS_LEVEL
5867,overall,Very Good,The whole picture is quite realistic,HAS_LEVEL
5868,theme_and_logic,Good,,HAS_LEVEL
5868,layout_and_composition,Very Good,The composition of the picture is unique,HAS_LEVEL
5868,space_and_perspective,Very Good,,HAS_LEVEL
5868,sense_of_order,Good,,HAS_LEVEL
5868,light_and_shadow,Average,,HAS_LEVEL
5868,details_and_texture,Good,"the details of the flowers are portrayed with great texture, with definite lines",HAS_LEVEL
5868,overall,Good,,HAS_LEVEL
5868,mood,Average,,HAS_LEVEL
5869,theme_and_logic,Poor,,HAS_LEVEL
5869,layout_and_composition,Horrendous,,HAS_LEVEL
5869,space_and_perspective,Poor,,HAS_LEVEL
5869,sense_of_order,Poor,,HAS_LEVEL
5869,light_and_shadow,Poor,,HAS_LEVEL
5869,color,Poor,,HAS_LEVEL
5869,details_and_texture,Poor,,HAS_LEVEL
5869,overall,Poor,,HAS_LEVEL
5869,mood,Horrendous,,HAS_LEVEL
5870,theme_and_logic,Very Good,,HAS_LEVEL
5870,creativity,Very Good,,HAS_LEVEL
5870,layout_and_composition,Very Good,,HAS_LEVEL
5870,sense_of_order,Very Good,,HAS_LEVEL
5870,details_and_texture,Very Good,,HAS_LEVEL
5870,overall,Very Good,,HAS_LEVEL
5871,theme_and_logic,Very Good,,HAS_LEVEL
5871,layout_and_composition,Very Good,The composition is rigorous,HAS_LEVEL
5871,space_and_perspective,Very Good,,HAS_LEVEL
5871,sense_of_order,Very Good,,HAS_LEVEL
5871,light_and_shadow,Good,,HAS_LEVEL
5871,color,Very Good,the color scheme is retro,HAS_LEVEL
5871,details_and_texture,Very Good,the character landscape is exquisitely portrayed,HAS_LEVEL
5871,overall,Very Good,the content is rich,HAS_LEVEL
5871,mood,Very Good,,HAS_LEVEL
5872,theme_and_logic,Very Good,,HAS_LEVEL
5872,layout_and_composition,Very Good,,HAS_LEVEL
5872,space_and_perspective,Very Good,,HAS_LEVEL
5872,sense_of_order,Very Good,,HAS_LEVEL
5872,light_and_shadow,Very Good,,HAS_LEVEL
5872,color,Very Good,,HAS_LEVEL
5872,details_and_texture,Very Good,,HAS_LEVEL
5872,overall,Very Good,,HAS_LEVEL
5872,mood,Very Good,,HAS_LEVEL
5873,theme_and_logic,Good,,HAS_LEVEL
5873,layout_and_composition,Good,the peaks on the right side of the screen were copied and pasted in parallel several times,HAS_LEVEL
5873,space_and_perspective,Good,,HAS_LEVEL
5873,sense_of_order,Very Good,The brushstrokes on the screen are very regular,HAS_LEVEL
5873,light_and_shadow,Good,,HAS_LEVEL
5873,color,Good,The screen has a stable and unified color tone,HAS_LEVEL
5873,details_and_texture,Good,with a certain level of ink expression language,HAS_LEVEL
5873,overall,Good,,HAS_LEVEL
5873,mood,Good,"reflecting both reality and virtuality, creating a strong sense of artistic conception",HAS_LEVEL
5874,theme_and_logic,Good,,HAS_LEVEL
5874,layout_and_composition,Very Good,,HAS_LEVEL
5874,space_and_perspective,Good,,HAS_LEVEL
5874,sense_of_order,Very Good,,HAS_LEVEL
5874,light_and_shadow,Good,,HAS_LEVEL
5874,color,Good,,HAS_LEVEL
5874,details_and_texture,Very Good,,HAS_LEVEL
5874,overall,Very Good,,HAS_LEVEL
5874,mood,Very Good,,HAS_LEVEL
5875,layout_and_composition,Very Good,,HAS_LEVEL
5875,space_and_perspective,Good,,HAS_LEVEL
5875,light_and_shadow,Good,,HAS_LEVEL
5875,color,Very Good,,HAS_LEVEL
5875,details_and_texture,Good,,HAS_LEVEL
5875,overall,Very Good,,HAS_LEVEL
5876,theme_and_logic,Below Average,,HAS_LEVEL
5876,layout_and_composition,Poor,,HAS_LEVEL
5876,space_and_perspective,Poor,,HAS_LEVEL
5876,sense_of_order,Poor,,HAS_LEVEL
5876,light_and_shadow,Poor,,HAS_LEVEL
5876,color,Horrendous,,HAS_LEVEL
5876,details_and_texture,Poor,,HAS_LEVEL
5876,overall,Poor,,HAS_LEVEL
5876,mood,Poor,,HAS_LEVEL
5877,theme_and_logic,Very Good,,HAS_LEVEL
5877,layout_and_composition,Very Good,,HAS_LEVEL
5877,space_and_perspective,Very Good,,HAS_LEVEL
5877,sense_of_order,Very Good,The order of the picture is orderly,HAS_LEVEL
5877,light_and_shadow,Very Good,lacks contrast between reality and illusion,HAS_LEVEL
5877,color,Very Good,,HAS_LEVEL
5877,details_and_texture,Very Good,brushstrokes are not proficient in halo and gradient,HAS_LEVEL
5877,overall,Very Good,"elements in the picture are concise, intuitive, and not lacking in richness",HAS_LEVEL
5877,mood,Very Good,,HAS_LEVEL
5878,theme_and_logic,Good,,HAS_LEVEL
5878,creativity,Good,,HAS_LEVEL
5878,layout_and_composition,Good,,HAS_LEVEL
5878,sense_of_order,Good,,HAS_LEVEL
5878,color,Good,,HAS_LEVEL
5878,details_and_texture,Average,,HAS_LEVEL
5878,overall,Good,,HAS_LEVEL
5878,mood,Good,,HAS_LEVEL
5879,theme_and_logic,Very Good,calligraphy and the picture complement each other,HAS_LEVEL
5879,creativity,Very Good,,HAS_LEVEL
5879,layout_and_composition,Good,The spatial arrangement of this work is relatively reasonable,HAS_LEVEL
5879,sense_of_order,Good,The order of the picture is orderly,HAS_LEVEL
5879,color,Very Good,,HAS_LEVEL
5879,details_and_texture,Very Good,the details are slightly insufficient,HAS_LEVEL
5879,overall,Very Good,"The elements in the picture are concise, intuitive, and rich",HAS_LEVEL
5879,mood,Very Good,,HAS_LEVEL
5880,theme_and_logic,Very Good,,HAS_LEVEL
5880,creativity,Good,,HAS_LEVEL
5880,layout_and_composition,Good,,HAS_LEVEL
5880,sense_of_order,Good,,HAS_LEVEL
5880,color,Good,,HAS_LEVEL
5880,details_and_texture,Good,,HAS_LEVEL
5880,overall,Good,,HAS_LEVEL
5880,mood,Very Good,,HAS_LEVEL
5881,theme_and_logic,Poor,,HAS_LEVEL
5881,creativity,Horrendous,,HAS_LEVEL
5881,layout_and_composition,Horrendous,,HAS_LEVEL
5881,sense_of_order,Horrendous,,HAS_LEVEL
5881,details_and_texture,Horrendous,,HAS_LEVEL
5881,overall,Horrendous,Screen incomplete,HAS_LEVEL
5881,mood,Horrendous,,HAS_LEVEL
5882,theme_and_logic,Good,,HAS_LEVEL
5882,creativity,Good,,HAS_LEVEL
5882,layout_and_composition,Good,,HAS_LEVEL
5882,sense_of_order,Good,,HAS_LEVEL
5882,details_and_texture,Good,,HAS_LEVEL
5882,overall,Good,,HAS_LEVEL
5883,theme_and_logic,Very Good,,HAS_LEVEL
5883,creativity,Excellent,,HAS_LEVEL
5883,layout_and_composition,Very Good,,HAS_LEVEL
5883,sense_of_order,Good,,HAS_LEVEL
5883,details_and_texture,Very Good,,HAS_LEVEL
5883,overall,Very Good,,HAS_LEVEL
5884,theme_and_logic,Good,,HAS_LEVEL
5884,creativity,Average,,HAS_LEVEL
5884,layout_and_composition,Good,,HAS_LEVEL
5884,sense_of_order,Good,,HAS_LEVEL
5884,color,Average,,HAS_LEVEL
5884,details_and_texture,Average,,HAS_LEVEL
5884,overall,Good,,HAS_LEVEL
5884,mood,Good,,HAS_LEVEL
5885,layout_and_composition,Average,,HAS_LEVEL
5885,space_and_perspective,Average,,HAS_LEVEL
5885,light_and_shadow,Below Average,,HAS_LEVEL
5885,details_and_texture,Below Average,,HAS_LEVEL
5885,overall,Average,,HAS_LEVEL
5886,theme_and_logic,Below Average,,HAS_LEVEL
5886,creativity,Below Average,,HAS_LEVEL
5886,layout_and_composition,Below Average,The layout of the screen still needs optimization,HAS_LEVEL
5886,sense_of_order,Below Average,insufficient sense of hierarchy and depth in the image,HAS_LEVEL
5886,details_and_texture,Poor,The lines appear slightly stiff and lack smoothness,HAS_LEVEL
5886,overall,Poor,,HAS_LEVEL
5886,mood,Below Average,,HAS_LEVEL
5887,theme_and_logic,Very Good,,HAS_LEVEL
5887,creativity,Very Good,,HAS_LEVEL
5887,layout_and_composition,Good,,HAS_LEVEL
5887,sense_of_order,Very Good,,HAS_LEVEL
5887,color,Very Good,,HAS_LEVEL
5887,details_and_texture,Good,,HAS_LEVEL
5887,overall,Very Good,,HAS_LEVEL
5887,mood,Very Good,,HAS_LEVEL
5888,theme_and_logic,Poor,,HAS_LEVEL
5888,layout_and_composition,Below Average,,HAS_LEVEL
5888,space_and_perspective,Below Average,,HAS_LEVEL
5888,sense_of_order,Poor,,HAS_LEVEL
5888,light_and_shadow,Below Average,,HAS_LEVEL
5888,details_and_texture,Below Average,,HAS_LEVEL
5888,overall,Below Average,,HAS_LEVEL
5888,mood,Below Average,,HAS_LEVEL
5889,theme_and_logic,Good,,HAS_LEVEL
5889,layout_and_composition,Good,,HAS_LEVEL
5889,space_and_perspective,Average,,HAS_LEVEL
5889,sense_of_order,Average,,HAS_LEVEL
5889,light_and_shadow,Average,,HAS_LEVEL
5889,color,Good,,HAS_LEVEL
5889,details_and_texture,Average,,HAS_LEVEL
5889,overall,Average,,HAS_LEVEL
5889,mood,Average,,HAS_LEVEL
5890,theme_and_logic,Very Good,,HAS_LEVEL
5890,creativity,Very Good,,HAS_LEVEL
5890,layout_and_composition,Very Good,,HAS_LEVEL
5890,sense_of_order,Good,,HAS_LEVEL
5890,details_and_texture,Very Good,,HAS_LEVEL
5890,overall,Very Good,,HAS_LEVEL
5891,theme_and_logic,Good,,HAS_LEVEL
5891,layout_and_composition,Average,there is no distinction between the main and secondary content,HAS_LEVEL
5891,space_and_perspective,Average,,HAS_LEVEL
5891,sense_of_order,Average,,HAS_LEVEL
5891,light_and_shadow,Average,,HAS_LEVEL
5891,color,Good,"the colors of trees and grasslands are not distinguished, the color scheme is single",HAS_LEVEL
5891,details_and_texture,Good,,HAS_LEVEL
5891,overall,Average,the central point lacks content,HAS_LEVEL
5891,mood,Good,,HAS_LEVEL
5892,theme_and_logic,Excellent,,HAS_LEVEL
5892,layout_and_composition,Very Good,The composition of the picture is relatively full,HAS_LEVEL
5892,space_and_perspective,Excellent,The picture has a strong sense of beauty and space,HAS_LEVEL
5892,sense_of_order,Very Good,,HAS_LEVEL
5892,light_and_shadow,Excellent,,HAS_LEVEL
5892,details_and_texture,Very Good,slightly insufficient details,HAS_LEVEL
5892,overall,Excellent,with rich content,HAS_LEVEL
5892,mood,Excellent,The picture has a strong sense of beauty,HAS_LEVEL
5893,theme_and_logic,Very Good,,HAS_LEVEL
5893,creativity,Good,,HAS_LEVEL
5893,layout_and_composition,Good,,HAS_LEVEL
5893,sense_of_order,Good,,HAS_LEVEL
5893,details_and_texture,Average,,HAS_LEVEL
5893,overall,Good,,HAS_LEVEL
5893,mood,Good,,HAS_LEVEL
5894,theme_and_logic,Good,,HAS_LEVEL
5894,layout_and_composition,Average,,HAS_LEVEL
5894,space_and_perspective,Good,,HAS_LEVEL
5894,sense_of_order,Average,,HAS_LEVEL
5894,light_and_shadow,Average,"The processing of the boundary between light and dark is slightly stiff and not natural and smooth enough, it is necessary to enhance the ability to handle the transition effect",HAS_LEVEL
5894,details_and_texture,Average,,HAS_LEVEL
5894,overall,Good,,HAS_LEVEL
5894,mood,Average,,HAS_LEVEL
5895,layout_and_composition,Below Average,,HAS_LEVEL
5895,space_and_perspective,Below Average,,HAS_LEVEL
5895,light_and_shadow,Poor,,HAS_LEVEL
5895,color,Poor,Bold use of green,HAS_LEVEL
5895,details_and_texture,Poor,,HAS_LEVEL
5895,overall,Poor,the overall picture portrayal is relatively crude,HAS_LEVEL
5896,theme_and_logic,Good,,HAS_LEVEL
5896,layout_and_composition,Good,The shaping of this set of still life is very solid,HAS_LEVEL
5896,space_and_perspective,Good,,HAS_LEVEL
5896,sense_of_order,Good,,HAS_LEVEL
5896,light_and_shadow,Good,,HAS_LEVEL
5896,color,Good,"using a large number of contrasting cold and warm colors to make each object's color very rich, with a strong sense of color",HAS_LEVEL
5896,details_and_texture,Good,,HAS_LEVEL
5896,overall,Good,,HAS_LEVEL
5896,mood,Good,with a strong sense of color and atmosphere,HAS_LEVEL
5897,theme_and_logic,Below Average,the theme is not very clear,HAS_LEVEL
5897,creativity,Average,The screen has some creativity,HAS_LEVEL
5897,layout_and_composition,Average,,HAS_LEVEL
5897,sense_of_order,Below Average,,HAS_LEVEL
5897,details_and_texture,Below Average,the details are relatively ordinary,HAS_LEVEL
5897,overall,Average,,HAS_LEVEL
5898,theme_and_logic,Average,,HAS_LEVEL
5898,creativity,Average,,HAS_LEVEL
5898,layout_and_composition,Average,,HAS_LEVEL
5898,sense_of_order,Good,,HAS_LEVEL
5898,details_and_texture,Average,Lack of details,HAS_LEVEL
5898,overall,Average,,HAS_LEVEL
5898,mood,Average,,HAS_LEVEL
5899,theme_and_logic,Very Good,,HAS_LEVEL
5899,creativity,Very Good,very clever ink use,HAS_LEVEL
5899,layout_and_composition,Very Good,A very interesting composition method,HAS_LEVEL
5899,sense_of_order,Excellent,,HAS_LEVEL
5899,color,Very Good,The ink color is very harmonious,HAS_LEVEL
5899,details_and_texture,Very Good,delicate and interesting character portrayal,HAS_LEVEL
5899,overall,Very Good,,HAS_LEVEL
5900,theme_and_logic,Very Good,,HAS_LEVEL
5900,creativity,Good,,HAS_LEVEL
5900,layout_and_composition,Very Good,,HAS_LEVEL
5900,sense_of_order,Very Good,,HAS_LEVEL
5900,color,Very Good,,HAS_LEVEL
5900,details_and_texture,Very Good,,HAS_LEVEL
5900,overall,Very Good,,HAS_LEVEL
5901,theme_and_logic,Good,,HAS_LEVEL
5901,creativity,Good,The composition is novel,HAS_LEVEL
5901,layout_and_composition,Good,The composition is novel,HAS_LEVEL
5901,sense_of_order,Average,,HAS_LEVEL
5901,color,Good,the color tone is uniform,HAS_LEVEL
5901,details_and_texture,Average,the pen touch is good,HAS_LEVEL
5901,overall,Good,,HAS_LEVEL
5902,layout_and_composition,Very Good,,HAS_LEVEL
5902,space_and_perspective,Very Good,,HAS_LEVEL
5902,light_and_shadow,Very Good,excellent light and shadow performance,HAS_LEVEL
5902,details_and_texture,Very Good,meticulous character portrayal,HAS_LEVEL
5902,overall,Very Good,The overall picture is good,HAS_LEVEL
5903,theme_and_logic,Average,,HAS_LEVEL
5903,creativity,Below Average,,HAS_LEVEL
5903,layout_and_composition,Below Average,the overall composition is unreasonable,HAS_LEVEL
5903,sense_of_order,Below Average,,HAS_LEVEL
5903,color,Below Average,the light and shadow colors are not transparent,HAS_LEVEL
5903,details_and_texture,Below Average,"the shape is not accurate enough, the shape of the jar is not accurate enough",HAS_LEVEL
5903,overall,Below Average,the main object is too large,HAS_LEVEL
5903,mood,Below Average,,HAS_LEVEL
5904,theme_and_logic,Average,,HAS_LEVEL
5904,creativity,Average,,HAS_LEVEL
5904,layout_and_composition,Average,,HAS_LEVEL
5904,sense_of_order,Average,,HAS_LEVEL
5904,color,Average,,HAS_LEVEL
5904,details_and_texture,Average,,HAS_LEVEL
5904,overall,Average,,HAS_LEVEL
5905,theme_and_logic,Very Good,,HAS_LEVEL
5905,creativity,Very Good,,HAS_LEVEL
5905,layout_and_composition,Very Good,,HAS_LEVEL
5905,sense_of_order,Very Good,,HAS_LEVEL
5905,color,Very Good,,HAS_LEVEL
5905,details_and_texture,Very Good,,HAS_LEVEL
5905,overall,Very Good,,HAS_LEVEL
5905,mood,Very Good,,HAS_LEVEL
