artwork,style,:TYPE
5170,romanticism,BELONGS_TO_STYLE
5171,classicism,BELONGS_TO_STYLE
5172,symbolism,BELONGS_TO_STYLE
5173,romanticism,BELONGS_TO_STYLE
5174,symbolism,BELONGS_TO_STYLE
5175,symbolism,BELONGS_TO_STYLE
5176,romanticism,BELONGS_TO_STYLE
5177,symbolism,BELONGS_TO_STYLE
5178,meticulous,BELONGS_TO_STYLE
5179,freehand,BELONGS_TO_STYLE
5180,romanticism,BELONGS_TO_STYLE
5181,romanticism,BELONGS_TO_STYLE
5182,romanticism,BELONGS_TO_STYLE
5183,symbolism,BELONGS_TO_STYLE
5184,meticulous,BELONGS_TO_STYLE
5185,meticulous,BELONGS_TO_STYLE
5186,symbolism,BELONGS_TO_STYLE
5187,meticulous,BELONGS_TO_STYLE
5188,symbolism,BELONGS_TO_STYLE
5189,romanticism,BELONGS_TO_STYLE
5190,symbolism,BELONGS_TO_STYLE
5191,romanticism,BELONGS_TO_STYLE
5192,romanticism,BELONGS_TO_STYLE
5193,romanticism,BELONGS_TO_STYLE
5194,meticulous,BELONGS_TO_STYLE
5195,meticulous,BELONGS_TO_STYLE
5196,classicism,BELONGS_TO_STYLE
5197,classicism,BELONGS_TO_STYLE
5198,freehand,BELONGS_TO_STYLE
5199,freehand,BELONGS_TO_STYLE
5200,symbolism,BELONGS_TO_STYLE
5201,meticulous,BELONGS_TO_STYLE
5202,classicism,BELONGS_TO_STYLE
5203,classicism,BELONGS_TO_STYLE
5204,classicism,BELONGS_TO_STYLE
5205,classicism,BELONGS_TO_STYLE
5206,romanticism,BELONGS_TO_STYLE
5207,romanticism,BELONGS_TO_STYLE
5208,meticulous,BELONGS_TO_STYLE
5209,classicism,BELONGS_TO_STYLE
5210,symbolism,BELONGS_TO_STYLE
5211,romanticism,BELONGS_TO_STYLE
5212,symbolism,BELONGS_TO_STYLE
5213,symbolism,BELONGS_TO_STYLE
5214,romanticism,BELONGS_TO_STYLE
5215,symbolism,BELONGS_TO_STYLE
5216,symbolism,BELONGS_TO_STYLE
5217,classicism,BELONGS_TO_STYLE
5218,symbolism,BELONGS_TO_STYLE
5219,romanticism,BELONGS_TO_STYLE
5220,symbolism,BELONGS_TO_STYLE
5221,romanticism,BELONGS_TO_STYLE
5222,symbolism,BELONGS_TO_STYLE
5223,classicism,BELONGS_TO_STYLE
5224,symbolism,BELONGS_TO_STYLE
5225,classicism,BELONGS_TO_STYLE
5226,classicism,BELONGS_TO_STYLE
5227,symbolism,BELONGS_TO_STYLE
5228,freehand,BELONGS_TO_STYLE
5229,symbolism,BELONGS_TO_STYLE
5230,meticulous,BELONGS_TO_STYLE
5231,classicism,BELONGS_TO_STYLE
5232,classicism,BELONGS_TO_STYLE
5233,symbolism,BELONGS_TO_STYLE
5234,romanticism,BELONGS_TO_STYLE
5235,symbolism,BELONGS_TO_STYLE
5236,symbolism,BELONGS_TO_STYLE
5237,romanticism,BELONGS_TO_STYLE
5238,symbolism,BELONGS_TO_STYLE
5239,romanticism,BELONGS_TO_STYLE
5240,symbolism,BELONGS_TO_STYLE
5241,symbolism,BELONGS_TO_STYLE
5242,symbolism,BELONGS_TO_STYLE
5243,meticulous,BELONGS_TO_STYLE
5244,meticulous,BELONGS_TO_STYLE
5245,freehand,BELONGS_TO_STYLE
5246,freehand,BELONGS_TO_STYLE
5247,symbolism,BELONGS_TO_STYLE
5248,classicism,BELONGS_TO_STYLE
5249,symbolism,BELONGS_TO_STYLE
5250,symbolism,BELONGS_TO_STYLE
5251,meticulous,BELONGS_TO_STYLE
5252,symbolism,BELONGS_TO_STYLE
5253,symbolism,BELONGS_TO_STYLE
5254,symbolism,BELONGS_TO_STYLE
5255,classicism,BELONGS_TO_STYLE
5256,meticulous,BELONGS_TO_STYLE
5257,romanticism,BELONGS_TO_STYLE
5258,symbolism,BELONGS_TO_STYLE
5259,romanticism,BELONGS_TO_STYLE
5260,classicism,BELONGS_TO_STYLE
5261,romanticism,BELONGS_TO_STYLE
5262,romanticism,BELONGS_TO_STYLE
5263,symbolism,BELONGS_TO_STYLE
5264,symbolism,BELONGS_TO_STYLE
5265,classicism,BELONGS_TO_STYLE
5266,freehand,BELONGS_TO_STYLE
5267,symbolism,BELONGS_TO_STYLE
5268,romanticism,BELONGS_TO_STYLE
5269,symbolism,BELONGS_TO_STYLE
5270,meticulous,BELONGS_TO_STYLE
5271,classicism,BELONGS_TO_STYLE
5272,symbolism,BELONGS_TO_STYLE
5273,meticulous,BELONGS_TO_STYLE
5274,romanticism,BELONGS_TO_STYLE
5275,classicism,BELONGS_TO_STYLE
5276,classicism,BELONGS_TO_STYLE
5277,romanticism,BELONGS_TO_STYLE
5278,classicism,BELONGS_TO_STYLE
5279,classicism,BELONGS_TO_STYLE
5280,romanticism,BELONGS_TO_STYLE
5281,meticulous,BELONGS_TO_STYLE
5282,classicism,BELONGS_TO_STYLE
5283,symbolism,BELONGS_TO_STYLE
5284,meticulous,BELONGS_TO_STYLE
5285,meticulous,BELONGS_TO_STYLE
5286,symbolism,BELONGS_TO_STYLE
5287,freehand,BELONGS_TO_STYLE
5288,classicism,BELONGS_TO_STYLE
5289,romanticism,BELONGS_TO_STYLE
5290,freehand,BELONGS_TO_STYLE
5291,romanticism,BELONGS_TO_STYLE
5292,freehand,BELONGS_TO_STYLE
5293,symbolism,BELONGS_TO_STYLE
5294,classicism,BELONGS_TO_STYLE
5295,meticulous,BELONGS_TO_STYLE
5296,romanticism,BELONGS_TO_STYLE
5297,freehand,BELONGS_TO_STYLE
5298,romanticism,BELONGS_TO_STYLE
5299,romanticism,BELONGS_TO_STYLE
5300,romanticism,BELONGS_TO_STYLE
5301,meticulous,BELONGS_TO_STYLE
5302,symbolism,BELONGS_TO_STYLE
5303,romanticism,BELONGS_TO_STYLE
5304,classicism,BELONGS_TO_STYLE
5305,romanticism,BELONGS_TO_STYLE
5306,romanticism,BELONGS_TO_STYLE
5307,romanticism,BELONGS_TO_STYLE
5308,symbolism,BELONGS_TO_STYLE
5309,meticulous,BELONGS_TO_STYLE
5310,meticulous,BELONGS_TO_STYLE
5311,freehand,BELONGS_TO_STYLE
5312,classicism,BELONGS_TO_STYLE
5313,symbolism,BELONGS_TO_STYLE
5314,classicism,BELONGS_TO_STYLE
5315,symbolism,BELONGS_TO_STYLE
5316,romanticism,BELONGS_TO_STYLE
5317,meticulous,BELONGS_TO_STYLE
5318,symbolism,BELONGS_TO_STYLE
5319,romanticism,BELONGS_TO_STYLE
5320,symbolism,BELONGS_TO_STYLE
5321,classicism,BELONGS_TO_STYLE
5322,classicism,BELONGS_TO_STYLE
5323,romanticism,BELONGS_TO_STYLE
5324,classicism,BELONGS_TO_STYLE
5325,classicism,BELONGS_TO_STYLE
5326,classicism,BELONGS_TO_STYLE
5327,symbolism,BELONGS_TO_STYLE
5328,romanticism,BELONGS_TO_STYLE
5329,meticulous,BELONGS_TO_STYLE
5330,romanticism,BELONGS_TO_STYLE
5331,freehand,BELONGS_TO_STYLE
5332,classicism,BELONGS_TO_STYLE
5333,romanticism,BELONGS_TO_STYLE
5334,freehand,BELONGS_TO_STYLE
5335,classicism,BELONGS_TO_STYLE
5336,meticulous,BELONGS_TO_STYLE
5337,romanticism,BELONGS_TO_STYLE
5338,symbolism,BELONGS_TO_STYLE
5339,meticulous,BELONGS_TO_STYLE
5340,symbolism,BELONGS_TO_STYLE
5341,romanticism,BELONGS_TO_STYLE
5342,classicism,BELONGS_TO_STYLE
5343,meticulous,BELONGS_TO_STYLE
5344,symbolism,BELONGS_TO_STYLE
5345,freehand,BELONGS_TO_STYLE
5346,romanticism,BELONGS_TO_STYLE
5347,symbolism,BELONGS_TO_STYLE
5348,symbolism,BELONGS_TO_STYLE
5349,symbolism,BELONGS_TO_STYLE
5350,romanticism,BELONGS_TO_STYLE
5351,meticulous,BELONGS_TO_STYLE
5352,romanticism,BELONGS_TO_STYLE
5353,freehand,BELONGS_TO_STYLE
5354,romanticism,BELONGS_TO_STYLE
5355,symbolism,BELONGS_TO_STYLE
5356,classicism,BELONGS_TO_STYLE
5357,romanticism,BELONGS_TO_STYLE
5358,symbolism,BELONGS_TO_STYLE
5359,classicism,BELONGS_TO_STYLE
5360,meticulous,BELONGS_TO_STYLE
5361,freehand,BELONGS_TO_STYLE
5362,freehand,BELONGS_TO_STYLE
5363,symbolism,BELONGS_TO_STYLE
5364,romanticism,BELONGS_TO_STYLE
5365,freehand,BELONGS_TO_STYLE
5366,symbolism,BELONGS_TO_STYLE
5367,romanticism,BELONGS_TO_STYLE
5368,romanticism,BELONGS_TO_STYLE
5369,classicism,BELONGS_TO_STYLE
5370,romanticism,BELONGS_TO_STYLE
5371,symbolism,BELONGS_TO_STYLE
5372,romanticism,BELONGS_TO_STYLE
5373,freehand,BELONGS_TO_STYLE
5374,symbolism,BELONGS_TO_STYLE
5375,meticulous,BELONGS_TO_STYLE
5376,freehand,BELONGS_TO_STYLE
5377,classicism,BELONGS_TO_STYLE
5378,classicism,BELONGS_TO_STYLE
5379,classicism,BELONGS_TO_STYLE
5380,classicism,BELONGS_TO_STYLE
5381,symbolism,BELONGS_TO_STYLE
5382,freehand,BELONGS_TO_STYLE
5383,symbolism,BELONGS_TO_STYLE
5384,freehand,BELONGS_TO_STYLE
5385,romanticism,BELONGS_TO_STYLE
5386,meticulous,BELONGS_TO_STYLE
5387,romanticism,BELONGS_TO_STYLE
5388,classicism,BELONGS_TO_STYLE
5389,meticulous,BELONGS_TO_STYLE
5390,romanticism,BELONGS_TO_STYLE
5391,classicism,BELONGS_TO_STYLE
5392,meticulous,BELONGS_TO_STYLE
5393,classicism,BELONGS_TO_STYLE
5394,symbolism,BELONGS_TO_STYLE
5395,romanticism,BELONGS_TO_STYLE
5396,symbolism,BELONGS_TO_STYLE
5397,symbolism,BELONGS_TO_STYLE
5398,romanticism,BELONGS_TO_STYLE
5399,classicism,BELONGS_TO_STYLE
5400,symbolism,BELONGS_TO_STYLE
5401,symbolism,BELONGS_TO_STYLE
5402,meticulous,BELONGS_TO_STYLE
5403,romanticism,BELONGS_TO_STYLE
5404,meticulous,BELONGS_TO_STYLE
5405,freehand,BELONGS_TO_STYLE
5406,meticulous,BELONGS_TO_STYLE
5407,romanticism,BELONGS_TO_STYLE
5408,romanticism,BELONGS_TO_STYLE
5409,classicism,BELONGS_TO_STYLE
5410,symbolism,BELONGS_TO_STYLE
5411,meticulous,BELONGS_TO_STYLE
5412,freehand,BELONGS_TO_STYLE
5413,meticulous,BELONGS_TO_STYLE
5414,symbolism,BELONGS_TO_STYLE
5415,symbolism,BELONGS_TO_STYLE
5416,classicism,BELONGS_TO_STYLE
5417,freehand,BELONGS_TO_STYLE
5418,classicism,BELONGS_TO_STYLE
5419,freehand,BELONGS_TO_STYLE
5420,symbolism,BELONGS_TO_STYLE
5421,classicism,BELONGS_TO_STYLE
5422,symbolism,BELONGS_TO_STYLE
5423,classicism,BELONGS_TO_STYLE
5424,freehand,BELONGS_TO_STYLE
5425,classicism,BELONGS_TO_STYLE
5426,meticulous,BELONGS_TO_STYLE
5427,romanticism,BELONGS_TO_STYLE
5428,classicism,BELONGS_TO_STYLE
5429,freehand,BELONGS_TO_STYLE
5430,romanticism,BELONGS_TO_STYLE
5431,meticulous,BELONGS_TO_STYLE
5432,romanticism,BELONGS_TO_STYLE
5433,meticulous,BELONGS_TO_STYLE
5434,freehand,BELONGS_TO_STYLE
5435,romanticism,BELONGS_TO_STYLE
5436,romanticism,BELONGS_TO_STYLE
5437,symbolism,BELONGS_TO_STYLE
5438,meticulous,BELONGS_TO_STYLE
5439,classicism,BELONGS_TO_STYLE
5440,freehand,BELONGS_TO_STYLE
5441,romanticism,BELONGS_TO_STYLE
5442,romanticism,BELONGS_TO_STYLE
5443,meticulous,BELONGS_TO_STYLE
5444,symbolism,BELONGS_TO_STYLE
5445,symbolism,BELONGS_TO_STYLE
5446,freehand,BELONGS_TO_STYLE
5447,symbolism,BELONGS_TO_STYLE
5448,meticulous,BELONGS_TO_STYLE
5449,freehand,BELONGS_TO_STYLE
5450,romanticism,BELONGS_TO_STYLE
5451,freehand,BELONGS_TO_STYLE
5452,romanticism,BELONGS_TO_STYLE
5453,freehand,BELONGS_TO_STYLE
5454,meticulous,BELONGS_TO_STYLE
5455,classicism,BELONGS_TO_STYLE
5456,symbolism,BELONGS_TO_STYLE
5457,classicism,BELONGS_TO_STYLE
5458,romanticism,BELONGS_TO_STYLE
5459,symbolism,BELONGS_TO_STYLE
5460,classicism,BELONGS_TO_STYLE
5461,romanticism,BELONGS_TO_STYLE
5462,classicism,BELONGS_TO_STYLE
5463,romanticism,BELONGS_TO_STYLE
5464,classicism,BELONGS_TO_STYLE
5465,meticulous,BELONGS_TO_STYLE
5466,symbolism,BELONGS_TO_STYLE
5467,symbolism,BELONGS_TO_STYLE
5468,symbolism,BELONGS_TO_STYLE
5469,classicism,BELONGS_TO_STYLE
5470,romanticism,BELONGS_TO_STYLE
5471,romanticism,BELONGS_TO_STYLE
5472,classicism,BELONGS_TO_STYLE
5473,meticulous,BELONGS_TO_STYLE
5474,symbolism,BELONGS_TO_STYLE
5475,romanticism,BELONGS_TO_STYLE
5476,freehand,BELONGS_TO_STYLE
5477,classicism,BELONGS_TO_STYLE
5478,freehand,BELONGS_TO_STYLE
5479,freehand,BELONGS_TO_STYLE
5480,classicism,BELONGS_TO_STYLE
5481,classicism,BELONGS_TO_STYLE
5482,meticulous,BELONGS_TO_STYLE
5483,symbolism,BELONGS_TO_STYLE
5484,freehand,BELONGS_TO_STYLE
5485,romanticism,BELONGS_TO_STYLE
5486,symbolism,BELONGS_TO_STYLE
5487,romanticism,BELONGS_TO_STYLE
5488,symbolism,BELONGS_TO_STYLE
5489,symbolism,BELONGS_TO_STYLE
5490,symbolism,BELONGS_TO_STYLE
5491,classicism,BELONGS_TO_STYLE
5492,symbolism,BELONGS_TO_STYLE
5493,classicism,BELONGS_TO_STYLE
5494,romanticism,BELONGS_TO_STYLE
5495,romanticism,BELONGS_TO_STYLE
5496,freehand,BELONGS_TO_STYLE
5497,symbolism,BELONGS_TO_STYLE
5498,romanticism,BELONGS_TO_STYLE
5499,symbolism,BELONGS_TO_STYLE
5500,classicism,BELONGS_TO_STYLE
5501,romanticism,BELONGS_TO_STYLE
5502,romanticism,BELONGS_TO_STYLE
5503,romanticism,BELONGS_TO_STYLE
5504,meticulous,BELONGS_TO_STYLE
5505,symbolism,BELONGS_TO_STYLE
5506,romanticism,BELONGS_TO_STYLE
5507,symbolism,BELONGS_TO_STYLE
5508,romanticism,BELONGS_TO_STYLE
5509,symbolism,BELONGS_TO_STYLE
5510,meticulous,BELONGS_TO_STYLE
5511,symbolism,BELONGS_TO_STYLE
5512,freehand,BELONGS_TO_STYLE
5513,romanticism,BELONGS_TO_STYLE
5514,romanticism,BELONGS_TO_STYLE
5515,classicism,BELONGS_TO_STYLE
5516,classicism,BELONGS_TO_STYLE
5517,romanticism,BELONGS_TO_STYLE
5518,meticulous,BELONGS_TO_STYLE
5519,symbolism,BELONGS_TO_STYLE
5520,classicism,BELONGS_TO_STYLE
5521,romanticism,BELONGS_TO_STYLE
5522,freehand,BELONGS_TO_STYLE
5523,symbolism,BELONGS_TO_STYLE
5524,romanticism,BELONGS_TO_STYLE
5525,classicism,BELONGS_TO_STYLE
5526,symbolism,BELONGS_TO_STYLE
5527,symbolism,BELONGS_TO_STYLE
5528,symbolism,BELONGS_TO_STYLE
5529,romanticism,BELONGS_TO_STYLE
5530,symbolism,BELONGS_TO_STYLE
5531,romanticism,BELONGS_TO_STYLE
5532,classicism,BELONGS_TO_STYLE
5533,classicism,BELONGS_TO_STYLE
5534,symbolism,BELONGS_TO_STYLE
5535,classicism,BELONGS_TO_STYLE
5536,romanticism,BELONGS_TO_STYLE
5537,symbolism,BELONGS_TO_STYLE
5538,meticulous,BELONGS_TO_STYLE
5539,symbolism,BELONGS_TO_STYLE
5540,symbolism,BELONGS_TO_STYLE
5541,classicism,BELONGS_TO_STYLE
5542,classicism,BELONGS_TO_STYLE
5543,classicism,BELONGS_TO_STYLE
5544,symbolism,BELONGS_TO_STYLE
5545,romanticism,BELONGS_TO_STYLE
5546,freehand,BELONGS_TO_STYLE
5547,romanticism,BELONGS_TO_STYLE
5548,romanticism,BELONGS_TO_STYLE
5549,romanticism,BELONGS_TO_STYLE
5550,symbolism,BELONGS_TO_STYLE
5551,classicism,BELONGS_TO_STYLE
5552,romanticism,BELONGS_TO_STYLE
5553,symbolism,BELONGS_TO_STYLE
5554,classicism,BELONGS_TO_STYLE
5555,classicism,BELONGS_TO_STYLE
5556,freehand,BELONGS_TO_STYLE
5557,romanticism,BELONGS_TO_STYLE
5558,freehand,BELONGS_TO_STYLE
5559,classicism,BELONGS_TO_STYLE
5560,symbolism,BELONGS_TO_STYLE
5561,romanticism,BELONGS_TO_STYLE
5562,freehand,BELONGS_TO_STYLE
5563,symbolism,BELONGS_TO_STYLE
5564,classicism,BELONGS_TO_STYLE
5565,meticulous,BELONGS_TO_STYLE
5566,classicism,BELONGS_TO_STYLE
5567,classicism,BELONGS_TO_STYLE
5568,classicism,BELONGS_TO_STYLE
5569,romanticism,BELONGS_TO_STYLE
5570,romanticism,BELONGS_TO_STYLE
5571,symbolism,BELONGS_TO_STYLE
5572,symbolism,BELONGS_TO_STYLE
5573,classicism,BELONGS_TO_STYLE
5574,romanticism,BELONGS_TO_STYLE
5575,romanticism,BELONGS_TO_STYLE
5576,classicism,BELONGS_TO_STYLE
5577,romanticism,BELONGS_TO_STYLE
5578,romanticism,BELONGS_TO_STYLE
5579,symbolism,BELONGS_TO_STYLE
5580,meticulous,BELONGS_TO_STYLE
5581,classicism,BELONGS_TO_STYLE
5582,freehand,BELONGS_TO_STYLE
5583,symbolism,BELONGS_TO_STYLE
5584,classicism,BELONGS_TO_STYLE
5585,romanticism,BELONGS_TO_STYLE
5586,meticulous,BELONGS_TO_STYLE
5587,romanticism,BELONGS_TO_STYLE
5588,classicism,BELONGS_TO_STYLE
5589,romanticism,BELONGS_TO_STYLE
5590,romanticism,BELONGS_TO_STYLE
5591,meticulous,BELONGS_TO_STYLE
5592,classicism,BELONGS_TO_STYLE
5593,classicism,BELONGS_TO_STYLE
5594,meticulous,BELONGS_TO_STYLE
5595,symbolism,BELONGS_TO_STYLE
5596,classicism,BELONGS_TO_STYLE
5597,classicism,BELONGS_TO_STYLE
5598,freehand,BELONGS_TO_STYLE
5599,symbolism,BELONGS_TO_STYLE
5600,symbolism,BELONGS_TO_STYLE
5601,classicism,BELONGS_TO_STYLE
5602,romanticism,BELONGS_TO_STYLE
5603,romanticism,BELONGS_TO_STYLE
5604,romanticism,BELONGS_TO_STYLE
5605,meticulous,BELONGS_TO_STYLE
5606,freehand,BELONGS_TO_STYLE
5607,romanticism,BELONGS_TO_STYLE
5608,symbolism,BELONGS_TO_STYLE
5609,symbolism,BELONGS_TO_STYLE
5610,meticulous,BELONGS_TO_STYLE
5611,classicism,BELONGS_TO_STYLE
5612,romanticism,BELONGS_TO_STYLE
5613,classicism,BELONGS_TO_STYLE
5614,classicism,BELONGS_TO_STYLE
5615,romanticism,BELONGS_TO_STYLE
5616,freehand,BELONGS_TO_STYLE
5617,symbolism,BELONGS_TO_STYLE
5618,meticulous,BELONGS_TO_STYLE
5619,freehand,BELONGS_TO_STYLE
5620,classicism,BELONGS_TO_STYLE
5621,classicism,BELONGS_TO_STYLE
5622,symbolism,BELONGS_TO_STYLE
5623,classicism,BELONGS_TO_STYLE
5624,freehand,BELONGS_TO_STYLE
5625,freehand,BELONGS_TO_STYLE
5626,symbolism,BELONGS_TO_STYLE
5627,romanticism,BELONGS_TO_STYLE
5628,romanticism,BELONGS_TO_STYLE
5629,symbolism,BELONGS_TO_STYLE
5630,symbolism,BELONGS_TO_STYLE
5631,symbolism,BELONGS_TO_STYLE
5632,freehand,BELONGS_TO_STYLE
5633,freehand,BELONGS_TO_STYLE
5634,symbolism,BELONGS_TO_STYLE
5635,symbolism,BELONGS_TO_STYLE
5636,romanticism,BELONGS_TO_STYLE
5637,classicism,BELONGS_TO_STYLE
5638,symbolism,BELONGS_TO_STYLE
5639,classicism,BELONGS_TO_STYLE
5640,classicism,BELONGS_TO_STYLE
5641,romanticism,BELONGS_TO_STYLE
5642,classicism,BELONGS_TO_STYLE
5643,symbolism,BELONGS_TO_STYLE
5644,romanticism,BELONGS_TO_STYLE
5645,romanticism,BELONGS_TO_STYLE
5646,symbolism,BELONGS_TO_STYLE
5647,classicism,BELONGS_TO_STYLE
5648,symbolism,BELONGS_TO_STYLE
5649,classicism,BELONGS_TO_STYLE
5650,symbolism,BELONGS_TO_STYLE
5651,romanticism,BELONGS_TO_STYLE
5652,classicism,BELONGS_TO_STYLE
5653,classicism,BELONGS_TO_STYLE
5654,freehand,BELONGS_TO_STYLE
5655,symbolism,BELONGS_TO_STYLE
5656,meticulous,BELONGS_TO_STYLE
5657,symbolism,BELONGS_TO_STYLE
5658,classicism,BELONGS_TO_STYLE
5659,romanticism,BELONGS_TO_STYLE
5660,classicism,BELONGS_TO_STYLE
5661,meticulous,BELONGS_TO_STYLE
5662,meticulous,BELONGS_TO_STYLE
5663,classicism,BELONGS_TO_STYLE
5664,symbolism,BELONGS_TO_STYLE
5665,symbolism,BELONGS_TO_STYLE
5666,meticulous,BELONGS_TO_STYLE
5667,classicism,BELONGS_TO_STYLE
5668,classicism,BELONGS_TO_STYLE
5669,freehand,BELONGS_TO_STYLE
5670,classicism,BELONGS_TO_STYLE
5671,classicism,BELONGS_TO_STYLE
5672,symbolism,BELONGS_TO_STYLE
5673,freehand,BELONGS_TO_STYLE
5674,freehand,BELONGS_TO_STYLE
5675,romanticism,BELONGS_TO_STYLE
5676,classicism,BELONGS_TO_STYLE
5677,romanticism,BELONGS_TO_STYLE
5678,symbolism,BELONGS_TO_STYLE
5679,freehand,BELONGS_TO_STYLE
5680,symbolism,BELONGS_TO_STYLE
5681,classicism,BELONGS_TO_STYLE
5682,symbolism,BELONGS_TO_STYLE
5683,symbolism,BELONGS_TO_STYLE
5684,romanticism,BELONGS_TO_STYLE
5685,symbolism,BELONGS_TO_STYLE
5686,freehand,BELONGS_TO_STYLE
5687,freehand,BELONGS_TO_STYLE
5688,symbolism,BELONGS_TO_STYLE
5689,meticulous,BELONGS_TO_STYLE
5690,romanticism,BELONGS_TO_STYLE
5691,classicism,BELONGS_TO_STYLE
5692,freehand,BELONGS_TO_STYLE
5693,freehand,BELONGS_TO_STYLE
5694,meticulous,BELONGS_TO_STYLE
5695,symbolism,BELONGS_TO_STYLE
5696,romanticism,BELONGS_TO_STYLE
5697,classicism,BELONGS_TO_STYLE
5698,romanticism,BELONGS_TO_STYLE
5699,symbolism,BELONGS_TO_STYLE
5700,romanticism,BELONGS_TO_STYLE
5701,freehand,BELONGS_TO_STYLE
5702,romanticism,BELONGS_TO_STYLE
5703,romanticism,BELONGS_TO_STYLE
5704,romanticism,BELONGS_TO_STYLE
5705,romanticism,BELONGS_TO_STYLE
5706,symbolism,BELONGS_TO_STYLE
5707,symbolism,BELONGS_TO_STYLE
5708,freehand,BELONGS_TO_STYLE
5709,symbolism,BELONGS_TO_STYLE
5710,freehand,BELONGS_TO_STYLE
5711,meticulous,BELONGS_TO_STYLE
5712,symbolism,BELONGS_TO_STYLE
5713,freehand,BELONGS_TO_STYLE
5714,classicism,BELONGS_TO_STYLE
5715,symbolism,BELONGS_TO_STYLE
5716,symbolism,BELONGS_TO_STYLE
5717,romanticism,BELONGS_TO_STYLE
5718,freehand,BELONGS_TO_STYLE
5719,symbolism,BELONGS_TO_STYLE
5720,romanticism,BELONGS_TO_STYLE
5721,romanticism,BELONGS_TO_STYLE
5722,romanticism,BELONGS_TO_STYLE
5723,romanticism,BELONGS_TO_STYLE
5724,romanticism,BELONGS_TO_STYLE
5725,romanticism,BELONGS_TO_STYLE
5726,symbolism,BELONGS_TO_STYLE
5727,classicism,BELONGS_TO_STYLE
5728,meticulous,BELONGS_TO_STYLE
5729,classicism,BELONGS_TO_STYLE
5730,freehand,BELONGS_TO_STYLE
5731,symbolism,BELONGS_TO_STYLE
5732,classicism,BELONGS_TO_STYLE
5733,classicism,BELONGS_TO_STYLE
5734,symbolism,BELONGS_TO_STYLE
5735,classicism,BELONGS_TO_STYLE
5736,freehand,BELONGS_TO_STYLE
5737,symbolism,BELONGS_TO_STYLE
5738,meticulous,BELONGS_TO_STYLE
5739,symbolism,BELONGS_TO_STYLE
5740,meticulous,BELONGS_TO_STYLE
5741,classicism,BELONGS_TO_STYLE
5742,romanticism,BELONGS_TO_STYLE
5743,meticulous,BELONGS_TO_STYLE
5744,meticulous,BELONGS_TO_STYLE
5745,symbolism,BELONGS_TO_STYLE
5746,symbolism,BELONGS_TO_STYLE
5747,symbolism,BELONGS_TO_STYLE
5748,romanticism,BELONGS_TO_STYLE
5749,romanticism,BELONGS_TO_STYLE
5750,symbolism,BELONGS_TO_STYLE
5751,classicism,BELONGS_TO_STYLE
5752,classicism,BELONGS_TO_STYLE
5753,symbolism,BELONGS_TO_STYLE
5754,symbolism,BELONGS_TO_STYLE
5755,classicism,BELONGS_TO_STYLE
5756,symbolism,BELONGS_TO_STYLE
5757,romanticism,BELONGS_TO_STYLE
5758,symbolism,BELONGS_TO_STYLE
5759,classicism,BELONGS_TO_STYLE
5760,classicism,BELONGS_TO_STYLE
5761,romanticism,BELONGS_TO_STYLE
5762,romanticism,BELONGS_TO_STYLE
5763,meticulous,BELONGS_TO_STYLE
5764,classicism,BELONGS_TO_STYLE
5765,classicism,BELONGS_TO_STYLE
5766,symbolism,BELONGS_TO_STYLE
5767,meticulous,BELONGS_TO_STYLE
5768,freehand,BELONGS_TO_STYLE
5769,symbolism,BELONGS_TO_STYLE
5770,romanticism,BELONGS_TO_STYLE
5771,symbolism,BELONGS_TO_STYLE
5772,freehand,BELONGS_TO_STYLE
5773,meticulous,BELONGS_TO_STYLE
5774,classicism,BELONGS_TO_STYLE
5775,romanticism,BELONGS_TO_STYLE
5776,freehand,BELONGS_TO_STYLE
5777,romanticism,BELONGS_TO_STYLE
5778,romanticism,BELONGS_TO_STYLE
5779,classicism,BELONGS_TO_STYLE
5780,meticulous,BELONGS_TO_STYLE
5781,classicism,BELONGS_TO_STYLE
5782,symbolism,BELONGS_TO_STYLE
5783,symbolism,BELONGS_TO_STYLE
5784,symbolism,BELONGS_TO_STYLE
5785,freehand,BELONGS_TO_STYLE
5786,romanticism,BELONGS_TO_STYLE
5787,romanticism,BELONGS_TO_STYLE
5788,classicism,BELONGS_TO_STYLE
5789,romanticism,BELONGS_TO_STYLE
5790,romanticism,BELONGS_TO_STYLE
5791,romanticism,BELONGS_TO_STYLE
5792,classicism,BELONGS_TO_STYLE
5793,romanticism,BELONGS_TO_STYLE
5794,meticulous,BELONGS_TO_STYLE
5795,classicism,BELONGS_TO_STYLE
5796,meticulous,BELONGS_TO_STYLE
5797,meticulous,BELONGS_TO_STYLE
5798,freehand,BELONGS_TO_STYLE
5799,symbolism,BELONGS_TO_STYLE
5800,romanticism,BELONGS_TO_STYLE
5801,meticulous,BELONGS_TO_STYLE
5802,romanticism,BELONGS_TO_STYLE
5803,romanticism,BELONGS_TO_STYLE
5804,meticulous,BELONGS_TO_STYLE
5805,classicism,BELONGS_TO_STYLE
5806,classicism,BELONGS_TO_STYLE
5807,romanticism,BELONGS_TO_STYLE
5808,classicism,BELONGS_TO_STYLE
5809,romanticism,BELONGS_TO_STYLE
5810,romanticism,BELONGS_TO_STYLE
5811,classicism,BELONGS_TO_STYLE
5812,symbolism,BELONGS_TO_STYLE
5813,symbolism,BELONGS_TO_STYLE
5814,freehand,BELONGS_TO_STYLE
